response_id,source,object,original_translated,text,utility_rater02,cluster,center_dist,number_words,cluster_response
18287,human,paperclip,to keep decollete together with clothing,clothes keep neckline together,4,860,0.3249652087688446,4,clothes hold together
8291,human,paperclip,hold something other than paper together e.g. clothes,paper hold together example clothes,4,860,0.3423626124858856,5,clothes hold together
29741,human,paperclip,to fasten clothes,attach clothing,4,861,0.2679163217544555,2,attach clothing
1171,human,paperclip,you can attach something to your clothes with it,attach clothes,5,861,0.2689118087291717,2,attach clothing
14205,human,paperclip,reattach broken clothes,reattach broken clothing,3,861,0.2887496650218963,3,attach clothing
32051,human,paperclip,to temporarily keep clothes together,temporarily hold clothes together,4,861,0.3048637509346008,4,attach clothing
7969,human,paperclip,to to temporarily hold a loose piece of clothing together,temporarily hold loose piece clothing together,5,861,0.3098056316375732,6,attach clothing
29312,LLM,paperclip,clothing snag fixer,clothing snag fixer,3,861,0.3269494473934173,3,attach clothing
26947,LLM,paperclip,unfasten clothing,unfasten clothing,4,861,0.3462701141834259,2,attach clothing
26996,human,paperclip,to attach clothes without a strap,attach clothing strap,4,861,0.3548281192779541,3,attach clothing
11576,human,paperclip,make clothing if it is broken,clothes broken,4,861,0.3635716438293457,2,attach clothing
28114,LLM,paperclip,clothing snag remover,clothing snag remover,3,861,0.3745042383670807,3,attach clothing
26490,LLM,paperclip,clothes-looping,clotheslooping,3,861,0.3904876112937927,1,attach clothing
4118,human,paperclip,clothes,dress,3,862,0.2609430849552154,1,dress
55,human,paperclip,make a dress,make dress,3,862,0.3329506516456604,2,dress
8565,human,paperclip,take a dress with you,take dress,4,862,0.3335523903369903,2,dress
3149,additional,paperclip,sew dress,sew dress,3,862,0.3483457565307617,2,dress
27756,human,paperclip,create waist in a dress,waist creating dress,3,862,0.3833299875259399,3,dress
31318,human,paperclip,to fasten your dress cleavage,dress cleavage fixed,4,862,0.4141779839992523,3,dress
1430,human,paperclip,skirt,skirt,2,863,0.2119762003421783,1,skirt
16065,human,paperclip,blouse,blouse,1,864,0.2068300098180771,1,blouse
13501,human,paperclip,fasten a blouse,attach blouse,5,864,0.2278025895357132,2,blouse
29326,human,paperclip,secure your blouse with,fasten blouse,5,864,0.234716997,2,blouse
28611,human,paperclip,as a button on a blouse,button blouse,4,864,0.267859399,2,blouse
29216,human,paperclip,to keep your blouse closed if it keeps popping open,keep blouse closed always popping open,5,864,0.3371754884719848,6,blouse
9402,human,paperclip,as clothing accessory,clothing accessory,4,865,0.2265060991048813,2,clothing accessory
2676,human,paperclip,as an accessory,accessory,4,865,0.2421466559171676,1,clothing accessory
27140,human,paperclip,clothing accessories,clothing accessories,3,865,0.2501966059207916,2,clothing accessory
25484,human,paperclip,accessories,accessories,3,865,0.2821522653102875,1,clothing accessory
32068,LLM,paperclip,paperclip as a fashion accessory,fashion accessory,3,865,0.2845992147922516,2,clothing accessory
31892,human,paperclip,as an accessory for your shoe,accessory shoe,3,865,0.3442780673503876,2,clothing accessory
882,additional,paperclip,costume,costume,1,866,0.3076390027999878,1,costume
31068,human,paperclip,for disguising at parties: outfit,disguising parties outfit,2,866,0.3544594645500183,3,costume
29389,LLM,paperclip,clothing embellishments,clothing embellishments,4,866,0.3808082938194275,2,costume
883,additional,paperclip,wig,wig,1,866,0.4045211672782898,1,costume
6108,human,paperclip,pipilankaus costume,pipilankaus costume,3,866,0.4052798449993133,2,costume
5398,human,paperclip,take in a piece of clothing,clothing,3,867,0.2781856954097748,1,clothing
9223,human,paperclip,to use with clothes,clothes,3,867,0.2811190187931061,1,clothing
7436,human,paperclip,in pieces of clothing,clothing items,3,867,0.2933227717876434,2,clothing
9303,human,paperclip,underwear,underwear,1,867,0.3348927795886993,1,clothing
16072,human,paperclip,underwear,underclothes,1,867,0.3374361395835876,1,clothing
16070,human,paperclip,trousers,leggings,1,867,0.3750645518302917,1,clothing
16073,human,paperclip,underwear,knickers,1,867,0.3901641368865967,1,clothing
2129,human,paperclip,hang underwear,hang underwear,4,867,0.4138034880161285,2,clothing
28137,LLM,paperclip,safety pin,safety pin,5,868,0.1585674285888672,2,safety pin
28310,LLM,paperclip,safety pins,safety pins,5,868,0.1847398728132248,2,safety pin
29231,LLM,paperclip,safety pin replacement,safety pin replacement,5,868,0.2232541888952255,3,safety pin
28672,LLM,paperclip,safety pin substitute,safety pin substitute,5,868,0.2301570177078247,3,safety pin
27100,LLM,paperclip,replacing lost safety pin,replacing lost safety pin,5,868,0.256361574,4,safety pin
17778,human,paperclip,oh yes safety pin,oh safety pin,4,868,0.2600356340408325,3,safety pin
15324,human,paperclip,use as a kind of safety pin,kind safety pin,5,868,0.2670606672763824,3,safety pin
30213,LLM,paperclip,makeshift safety pin,makeshift safety pin,5,868,0.2760055363178253,3,safety pin
24766,LLM,paperclip,bending straight pins,bending straight pins,3,869,0.1972797513008117,3,bending straight pins
27124,LLM,paperclip,straighten bent pins,straighten bent pins,3,869,0.1989678740501403,3,bending straight pins
28268,LLM,paperclip,straight pin,straight pin,4,869,0.2478149384260177,2,bending straight pins
6442,human,paperclip,straighten and use the clip as a pin,straighten clip pin,4,869,0.2657384574413299,3,bending straight pins
24569,LLM,paperclip,pin,pin,4,870,0.1999857723712921,1,pin
11644,human,paperclip,pin them in place,pin,4,870,0.1999857723712921,1,pin
12504,human,paperclip,pins,pins,4,870,0.2184314876794815,1,pin
33564,LLM,paperclip,pin holder,pin holder,4,870,0.27970022,2,pin
27127,LLM,paperclip,pin pictures,pin pictures,5,870,0.2914797365665436,2,pin
31791,human,paperclip,fix things,pin things,4,870,0.2927182018756866,2,pin
719,human,paperclip,as material to put on a pin,material pin,4,870,0.3091166317462921,2,pin
10438,human,paperclip,push pin,press pin,3,870,0.3191049993038177,2,pin
15232,human,paperclip,attach notes between your notes,pin notes,4,870,0.3231110870838165,2,pin
32467,human,paperclip,fasten two pens together,pins together,4,870,0.3277242183685303,2,pin
24763,LLM,paperclip,note pin,note pin,5,870,0.3315726518630981,2,pin
27055,LLM,paperclip,pin items on boards,pin items boards,4,870,0.3467458486557007,3,pin
25028,LLM,paperclip,pin cushion,pin cushion,1,870,0.3595573604106903,2,pin
33763,LLM,paperclip,safety pin holder,safety pin holder,4,870,0.3602280020713806,3,pin
27934,LLM,paperclip,shooter pin,shooter pin,3,870,0.3646360635757446,2,pin
26801,human,paperclip,surgical pin for technical purposes,operation pin technical purposes,3,870,0.3804777860641479,4,pin
28167,LLM,paperclip,pin notes on computer,pin notes computer,5,870,0.3848961293697357,3,pin
27375,LLM,paperclip,guitar bridge pin holder,guitar bridge pin holder,3,870,0.3974920809268951,4,pin
28149,LLM,paperclip,t-pin,tpin,4,870,0.4113484621047973,1,pin
15235,human,paperclip,put in your hair as a hairpin,haipin,4,870,0.4495905935764313,1,pin
189,human,paperclip,sliding pin,bobby pins,4,871,0.1728153824806213,2,bobby pins
24309,LLM,paperclip,bobby pin,bobby pin,4,871,0.1867839843034744,2,bobby pins
28650,human,paperclip,use as a hair pin,bobby pin,5,871,0.1867839843034744,2,bobby pins
28642,human,paperclip,"use for your hair as a ""bobby pin""",hair bobby pin,5,871,0.2170598059892654,3,bobby pins
29272,human,paperclip,use as a hair clip/bobby pin,hair clip bobby pin,5,871,0.2544034719467163,4,bobby pins
24941,LLM,paperclip,bobby pin replacement,bobby pin replacement,4,871,0.2630536556243896,3,bobby pins
24075,LLM,paperclip,clothes pin,clothes pin,4,872,0.166448101,2,clothes pin
28446,LLM,paperclip,clothing pin,clothing pin,4,872,0.2012133449316024,2,clothes pin
24865,LLM,paperclip,clothes line pin,clothes line pin,4,872,0.2173231393098831,3,clothes pin
24950,LLM,paperclip,clothesline pin,clothesline pin,4,872,0.233037069,2,clothes pin
24580,LLM,paperclip,clothespin,clothespin,4,872,0.2654175162315368,1,clothes pin
24662,LLM,paperclip,clothespin art,clothespin art,4,872,0.2977618873119354,2,clothes pin
32259,human,paperclip,t-shirt clip,shirt pin,4,872,0.3086363077163696,2,clothes pin
24967,LLM,paperclip,mini clothespin,mini clothespin,4,872,0.3283253014087677,2,clothes pin
29273,human,paperclip,safety pin for clothing,security pin clothing,4,872,0.3699312210083008,3,clothes pin
25112,LLM,paperclip,knitting needle,knitting needle,3,873,0.1755877882242202,2,knitting needle
33762,LLM,paperclip,yarn needle,yarn needle,3,873,0.2176207900047302,2,knitting needle
27847,LLM,paperclip,knitting needle repair,knitting needle repair,3,873,0.2867535650730133,3,knitting needle
27092,LLM,paperclip,crocheting needle,crocheting needle,4,873,0.2906933128833771,2,knitting needle
24882,LLM,paperclip,knitting needle holder,knitting needle holder,3,873,0.3014979064464569,3,knitting needle
27723,LLM,paperclip,needle,needle,4,874,0.2466516494750976,1,needle
17766,human,paperclip,replacement for a needle,replacement needle,4,874,0.310936689,2,needle
29153,LLM,paperclip,emergency needle,emergency needle,4,874,0.3272175192832947,2,needle
10521,human,paperclip,if you file off a part you can use it as a needle,file part needle,4,874,0.3307494521141052,3,needle
17994,human,paperclip,sharpen to use as a needle,sharpening needle,4,874,0.335043341,2,needle
928,additional,paperclip,suture needle,suture needle,1,874,0.3440690338611603,2,needle
28913,LLM,paperclip,emergency sewing needle,emergency sewing needle,4,874,0.3454442620277405,3,needle
33628,LLM,paperclip,impromptu needle,impromptu needle,4,874,0.3474233746528625,2,needle
28903,LLM,paperclip,needle for small holes,needle small holes,4,874,0.3486382365226745,3,needle
24091,human,paperclip,use it as part of a makeshift tattoo needle,part makeshift tattoo needle,4,874,0.3520016670227051,4,needle
10569,human,paperclip,bend to use as a needle,bend needle,4,874,0.3534743785858154,2,needle
10251,human,paperclip,file the tip for a tattoo needle,file tip tattoo needle,3,874,0.3537788093090057,4,needle
33781,LLM,paperclip,needle case,needle case,3,874,0.3592963516712188,2,needle
27630,LLM,paperclip,needle mover,needle mover,4,874,0.3625123798847198,2,needle
934,additional,paperclip,biopsy needle,biopsy needle,1,874,0.3648568093776703,2,needle
26835,LLM,paperclip,compass needle,compass needle,3,874,0.378239632,2,needle
29373,LLM,paperclip,makeshift needle for balloons,makeshift needle balloons,4,874,0.3943043649196625,3,needle
27433,LLM,paperclip,needle threader,needle threader,4,875,0.1753513365983963,2,needle threader
27766,LLM,paperclip,sewing needle threader,sewing needle threader,4,875,0.2324854433536529,3,needle threader
27472,LLM,paperclip,threader,threader,4,875,0.2438940405845642,1,needle threader
7752,human,paperclip,bead stringer,bead threader,4,875,0.2479258477687835,2,needle threader
27880,LLM,paperclip,clothes threader,clothes threader,4,875,0.2608594000339508,2,needle threader
27706,LLM,paperclip,thread,thread,2,876,0.2931104004383087,1,thread
28977,human,paperclip,use to make something that you have to thread through something,thread something,4,876,0.3006052076816559,2,thread
27189,LLM,paperclip,threading wire,threading wire,4,876,0.3123948872089386,2,thread
8061,human,paperclip,threading method,threading method,4,876,0.3630415499210357,2,thread
14684,human,paperclip,re-threading hood,put threads back hood,4,876,0.3665912747383117,4,thread
7974,human,paperclip,if you have to thread a thread through a very narrow entrance,thread wire narrow entrance,4,876,0.3959238231182098,4,thread
29371,LLM,paperclip,thread guide for sewing,thread guide sewing,4,877,0.1840391159057617,3,thread guide sewing
28410,LLM,paperclip,thread guide,thread guide,4,877,0.2374495863914489,2,thread guide sewing
27933,LLM,paperclip,sewing guide,sewing guide,4,877,0.2669407427310943,2,thread guide sewing
25082,LLM,paperclip,sewing needle guide,sewing needle guide,4,877,0.2907030582427978,3,thread guide sewing
28151,LLM,paperclip,button thread guide,button thread guide,4,877,0.3177002370357513,3,thread guide sewing
27707,LLM,paperclip,sewing needle,sewing needle,4,878,0.2250324040651321,2,sewing needle
28303,LLM,paperclip,sewing needles,sewing needles,4,878,0.2517154812812805,2,sewing needle
14593,human,paperclip,You can use it as a needle to sewing,needle sewing,4,878,0.2596404254436493,2,sewing needle
27755,LLM,paperclip,sewing needle alternative,sewing needle alternative,4,878,0.271004707,3,sewing needle
