research_id,response_id,respondent_id,object,original_response,cleaned_response,original_translated,translated_response,utility_rater02
NAT202402,26486,128,paperclip,button-replacing,buttonreplacing,,buttonreplacing,
NAT202402,26563,132,paperclip,button-fixing,buttonfixing,,buttonfixing,
NAT202402,26601,134,paperclip,button replacement,button replacement,,button replacement,
NAT202402,26683,138,paperclip,replacing missing buttons,replacing missing buttons,,replacing missing buttons,
NAT202402,26801,144,paperclip,light switch flicker,light switch flicker,,light switch flicker,
NAT202402,26859,147,paperclip,closing loose buttons,closing loose buttons,,closing loose buttons,
NAT202402,27078,158,paperclip,testing light switches,testing light switches,,testing light switches,
NAT202402,27163,163,paperclip,shirt button replacement,shirt button replacement,,shirt button replacement,
NAT202402,27253,167,paperclip,light switch cover,light switch cover,,light switch cover,
NAT202402,27273,168,paperclip,light switch cover,light switch cover,,light switch cover,
NAT202402,27293,169,paperclip,light switch cover,light switch cover,,light switch cover,
NAT202402,27528,181,paperclip,button replacement,button replacement,,button replacement,
NAT202402,27611,185,paperclip,button replacement,button replacement,,button replacement,
NAT202402,27638,187,paperclip,reset computer,reset computer,,reset computer,
NAT202402,27648,187,paperclip,hold buttons on remote control,hold buttons remote control,,hold buttons remote control,
NAT202402,27735,191,paperclip,coat button,coat button,,coat button,
NAT202402,27784,194,paperclip,clothing button,clothing button,,clothing button,
NAT202402,27800,195,paperclip,reset,reset,,reset,
NAT202402,27846,197,paperclip,button replacement,button replacement,,button replacement,
NAT202402,27886,199,paperclip,light switch cover,light switch cover,,light switch cover,
NAT202402,27920,201,paperclip,reset button,reset button,,reset button,
NAT202402,27990,204,paperclip,reset-button-pusher,resetbuttonpusher,,resetbuttonpusher,
NAT202402,28029,206,paperclip,switch lock,switch lock,,switch lock,
NAT202402,28079,209,paperclip,reset button,reset button,,reset button,
NAT202402,28080,209,paperclip,press switch,press switch,,press switch,
NAT202402,28173,213,paperclip,replace lost button on shirt,replace lost button shirt,,replace lost button shirt,
NAT202402,28182,214,paperclip,secure button,secure button,,secure button,
NAT202402,28288,219,paperclip,button hole,button hole,,button hole,
NAT202402,28317,221,paperclip,reset button,reset button,,reset button,
NAT202402,28330,221,paperclip,button replacement,button replacement,,button replacement,
NAT202402,28336,222,paperclip,reset button,reset button,,reset button,
NAT202402,28357,223,paperclip,reset button,reset button,,reset button,
NAT202402,28378,224,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,28397,225,paperclip,reset button,reset button,,reset button,
NAT202402,28411,225,paperclip,button replacement,button replacement,,button replacement,
NAT202402,28416,226,paperclip,reset button,reset button,,reset button,
NAT202402,28437,227,paperclip,reset button,reset button,,reset button,
NAT202402,28457,228,paperclip,reset button,reset button,,reset button,
NAT202402,28471,228,paperclip,button,button,,button,
NAT202402,28477,229,paperclip,reset button,reset button,,reset button,
NAT202402,28497,230,paperclip,reset button,reset button,,reset button,
NAT202402,28517,231,paperclip,reset button,reset button,,reset button,
NAT202402,28538,232,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,28556,233,paperclip,reset button,reset button,,reset button,
NAT202402,28572,233,paperclip,button,button,,button,
NAT202402,28577,234,paperclip,reset button,reset button,,reset button,
NAT202402,28598,235,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,28618,236,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,28637,237,paperclip,reset button,reset button,,reset button,
NAT202402,28657,238,paperclip,reset button,reset button,,reset button,
NAT202402,28677,239,paperclip,reset button,reset button,,reset button,
NAT202402,28692,239,paperclip,button,button,,button,
NAT202402,28696,240,paperclip,reset button,reset button,,reset button,
NAT202402,28718,241,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,28738,242,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,28757,243,paperclip,reset button,reset button,,reset button,
NAT202402,28778,244,paperclip,reset button,reset button,,reset button,
NAT202402,28797,245,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,28817,246,paperclip,reset button,reset button,,reset button,
NAT202402,28836,247,paperclip,reset button,reset button,,reset button,
NAT202402,28852,247,paperclip,button presser,button presser,,button presser,
NAT202402,28857,248,paperclip,reset button,reset button,,reset button,
NAT202402,28878,249,paperclip,reset button pusher,reset button pusher,,reset button pusher,
NAT202402,28896,250,paperclip,reset button,reset button,,reset button,
NAT202402,28915,251,paperclip,reset button,reset button,,reset button,
NAT202402,28938,252,paperclip,reset button,reset button,,reset button,
NAT202402,28961,253,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,28978,254,paperclip,reset button pusher,reset button pusher,,reset button pusher,
NAT202402,28997,255,paperclip,reset button,reset button,,reset button,
NAT202402,29017,256,paperclip,reset button,reset button,,reset button,
NAT202402,29036,257,paperclip,reset button,reset button,,reset button,
NAT202402,29051,257,paperclip,button replacement,button replacement,,button replacement,
NAT202402,29056,258,paperclip,reset button,reset button,,reset button,
NAT202402,29075,259,paperclip,reset button,reset button,,reset button,
NAT202402,29097,260,paperclip,reset button for electronics,reset button electronics,,reset button electronics,
NAT202402,29118,261,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,29136,262,paperclip,reset button,reset button,,reset button,
NAT202402,29155,263,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,29178,264,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,29196,265,paperclip,reset button,reset button,,reset button,
NAT202402,29238,267,paperclip,reset tool,reset tool,,reset tool,
NAT202402,29259,268,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,29278,269,paperclip,reset button for electronics,reset button electronics,,reset button electronics,
NAT202402,29305,270,paperclip,button pusher,button pusher,,button pusher,
NAT202402,29311,270,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,29316,271,paperclip,reset button,reset button,,reset button,
NAT202402,29340,272,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,29378,274,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,29407,275,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,29785,349,paperclip,button fastener,button fastener,,button fastener,
NAT202402,29832,351,paperclip,button replacement,button replacement,,button replacement,
NAT202402,29911,355,paperclip,button replacement,button replacement,,button replacement,
NAT202402,30023,361,paperclip,button fastener,button fastener,,button fastener,
NAT202402,30162,368,paperclip,button replacement,button replacement,,button replacement,
NAT202402,30184,369,paperclip,button fastener,button fastener,,button fastener,
NAT202402,30246,372,paperclip,reset tool,reset tool,,reset tool,
NAT202402,30304,375,paperclip,electronic reset tool,electronic reset tool,,electronic reset tool,
NAT202402,30331,376,paperclip,button replacement,button replacement,,button replacement,
NAT202402,30488,384,paperclip,button replacement,button replacement,,button replacement,
NAT202402,24085,1,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24091,1,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24104,2,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24110,2,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24123,3,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24129,3,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24142,4,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24148,4,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24161,5,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24167,5,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24181,6,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24183,6,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24186,6,paperclip,gift tag,gift tag,,gift tag,
NAT202402,24199,7,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24219,8,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24220,8,paperclip,gift tag,gift tag,,gift tag,
NAT202402,24238,9,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24240,9,paperclip,gift tag,gift tag,,gift tag,
NAT202402,24257,10,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24260,10,paperclip,gift tag,gift tag,,gift tag,
NAT202402,24261,10,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24274,11,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24275,11,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24309,13,paperclip,bobby pin,bobby pin,,bobby pin,
NAT202402,24315,13,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24319,13,paperclip,gift tag,gift tag,,gift tag,
NAT202402,24320,13,paperclip,address label,address label,,address label,
NAT202402,24334,14,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24335,14,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24352,15,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24354,15,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24356,15,paperclip,gift tag,gift tag,,gift tag,
NAT202402,24371,16,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24372,16,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24389,17,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24391,17,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24400,18,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24413,18,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24426,19,paperclip,bobby pin,bobby pin,,bobby pin,
NAT202402,24427,19,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24434,19,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24447,20,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24448,20,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24456,21,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24469,21,paperclip,pencil sharpener attachment,pencil sharpener attachment,,pencil sharpener attachment,
NAT202402,24480,22,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24485,22,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24487,22,paperclip,plant marker,plant marker,,plant marker,
NAT202402,24505,23,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24510,23,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24523,24,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24529,24,paperclip,pencil sharpener,pencil sharpener,,pencil sharpener,
NAT202402,24539,25,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24541,25,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24547,25,paperclip,plant marker,plant marker,,plant marker,
NAT202402,24554,26,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24565,26,paperclip,plant marker,plant marker,,plant marker,
NAT202402,24569,27,paperclip,pin,pin,,pin,
NAT202402,24583,27,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24632,30,paperclip,bobby pin,bobby pin,,bobby pin,
NAT202402,24637,30,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24638,30,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24653,31,paperclip,bobby pin,bobby pin,,bobby pin,
NAT202402,24660,31,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24663,31,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24665,32,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24684,33,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24693,33,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24694,33,paperclip,magnet,magnet,,magnet,
NAT202402,24700,33,paperclip,bulletin board pin,bulletin board pin,,bulletin board pin,
NAT202402,24718,34,paperclip,ruler,ruler,,ruler,
NAT202402,24730,35,paperclip,tool holder,tool holder,,tool holder,
NAT202402,24738,35,paperclip,label holder,label holder,,label holder,
NAT202402,24739,35,paperclip,measuring device,measuring device,,measuring device,
NAT202402,24748,36,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24752,36,paperclip,ruler marker,ruler marker,,ruler marker,
NAT202402,24763,37,paperclip,note pin,note pin,,note pin,
NAT202402,24766,37,paperclip,bending straight pins,bending straight pins,,bending straight pins,
NAT202402,24768,37,paperclip,attaching price tags,attaching price tags,,attaching price tags,
NAT202402,24772,37,paperclip,holding battery tabs,holding battery tabs,,holding battery tabs,
NAT202402,24779,38,paperclip,pin,pin,,pin,
NAT202402,24786,38,paperclip,bulletin board pin,bulletin board pin,,bulletin board pin,
NAT202402,24796,38,paperclip,luggage tag,luggage tag,,luggage tag,
NAT202402,24809,39,paperclip,ring holder,ring holder,,ring holder,
NAT202402,24813,39,paperclip,gift tag,gift tag,,gift tag,
NAT202402,24815,39,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24823,40,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24834,40,paperclip,ruler,ruler,,ruler,
NAT202402,24866,42,paperclip,plant marker,plant marker,,plant marker,
NAT202402,24870,42,paperclip,camera tripod stabilizer,camera tripod stabilizer,,camera tripod stabilizer,
NAT202402,24873,42,paperclip,paint palette knife holder,paint palette knife holder,,paint palette knife holder,
NAT202402,24883,43,paperclip,bulletin board pin,bulletin board pin,,bulletin board pin,
NAT202402,24898,44,paperclip,paper weight,paper weight,,paper weight,
NAT202402,24912,44,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24927,45,paperclip,bun holder,bun holder,,bun holder,
NAT202402,24939,46,paperclip,business card holder,business card holder,,business card holder,
NAT202402,24941,46,paperclip,bobby pin replacement,bobby pin replacement,,bobby pin replacement,
NAT202402,24948,46,paperclip,paperweight,paperweight,,paperweight,
NAT202402,24969,47,paperclip,bulletin board pin,bulletin board pin,,bulletin board pin,
NAT202402,24984,48,paperclip,luggage tag,luggage tag,,luggage tag,
NAT202402,24987,48,paperclip,bulletin board decoration,bulletin board decoration,,bulletin board decoration,
